symbol,date,open,high,low,close,volume
GAS,2025-04-13,59894,60612,58295,58917,687942
GAS,2025-04-12,59034,59824,57974,58744,946781
GAS,2025-04-11,58268,59563,57311,58962,989947
GAS,2025-04-10,60423,61184,59176,59714,141848
GAS,2025-04-09,56990,57287,56748,57077,285763
GAS,2025-04-08,58730,58853,58449,58853,997263
GAS,2025-04-07,57186,57642,56715,56855,491035
GAS,2025-04-06,56187,56806,55868,56791,142821
GAS,2025-04-05,58927,59232,57801,58356,643959
GAS,2025-04-04,60479,60740,59260,59773,199418
GAS,2025-04-03,60059,60584,58350,59173,544803
GAS,2025-04-02,58382,59411,57983,58661,788510
GAS,2025-04-01,57867,58520,57181,58441,468237
GAS,2025-03-31,59909,60461,58178,58980,410188
GAS,2025-03-30,56830,57846,56070,57211,804380
GAS,2025-03-29,57191,58267,56416,57980,333484
GAS,2025-03-28,58736,59490,58724,59131,285343
GAS,2025-03-27,58551,59064,57664,58182,315878
GAS,2025-03-26,56736,56769,55002,55743,780235
GAS,2025-03-25,55724,55730,54749,55400,536279
GAS,2025-03-24,58741,59017,58477,58756,725069
GAS,2025-03-23,57465,57524,56602,57503,437637
GAS,2025-03-22,56328,57100,56053,56118,866240
GAS,2025-03-21,55191,55543,54452,55064,447045
GAS,2025-03-20,57557,58550,56663,57225,113214
GAS,2025-03-19,57426,57819,56110,57050,132739
GAS,2025-03-18,56408,57190,55939,56465,358657
GAS,2025-03-17,56711,57575,55938,56695,885977
GAS,2025-03-16,55532,56117,54199,55121,501781
GAS,2025-03-15,54639,56206,54122,55494,443818
GAS,2025-03-14,56083,57709,55240,56931,164917
GAS,2025-03-13,57962,58941,56504,57337,336826
GAS,2025-03-12,55567,56543,55391,55767,768511
GAS,2025-03-11,54867,55364,53125,54060,159370
GAS,2025-03-10,55754,55807,53863,54851,730273
GAS,2025-03-09,55489,56602,54498,56088,514266
GAS,2025-03-08,54766,55447,53994,54494,151868
GAS,2025-03-07,55326,55421,53932,54838,676509
GAS,2025-03-06,56440,57427,55076,56066,432839
GAS,2025-03-05,53490,54386,52263,53234,416225
GAS,2025-03-04,53812,54250,52314,53170,463600
GAS,2025-03-03,53350,54809,53142,54005,837344
GAS,2025-03-02,55223,55540,54178,54739,917048
GAS,2025-03-01,54249,54519,53507,54233,659555
GAS,2025-02-28,56290,56903,55283,56025,756937
GAS,2025-02-27,52683,53054,52276,52578,754671
GAS,2025-02-26,56653,57012,56101,56237,648340
GAS,2025-02-25,52396,53617,51512,53321,455942
GAS,2025-02-24,53654,54235,52717,53481,847221
GAS,2025-02-23,53288,53815,51799,52749,470790
GAS,2025-02-22,55479,56097,54097,54980,190097
GAS,2025-02-21,54834,55360,53389,54144,408095
GAS,2025-02-20,55220,56189,54803,55580,434376
GAS,2025-02-19,53393,54552,52849,54212,433848
GAS,2025-02-18,52607,53843,51618,53375,364914
GAS,2025-02-17,52709,53688,51835,51999,425404
GAS,2025-02-16,51631,52999,50688,52157,402526
GAS,2025-02-15,53470,54747,53254,54213,328102
GAS,2025-02-14,54191,54897,53944,54180,526565
GAS,2025-02-13,52120,53113,51349,52677,534090
GAS,2025-02-12,53332,54622,53184,53910,237064
GAS,2025-02-11,52704,53814,52500,53040,645853
GAS,2025-02-10,52403,53538,51941,52905,512738
GAS,2025-02-09,53853,54197,52686,53268,509392
GAS,2025-02-08,53488,55022,52948,54371,808409
GAS,2025-02-07,54531,55321,53801,53889,168932
GAS,2025-02-06,52667,53123,51383,52361,409597
GAS,2025-02-05,52370,53263,51295,51673,813520
GAS,2025-02-04,54385,54902,53214,53980,937304
GAS,2025-02-03,51140,52199,51019,51447,366376
GAS,2025-02-02,50094,51573,49642,50740,376465
GAS,2025-02-01,50682,52025,50227,51138,906254
GAS,2025-01-31,51970,53709,51491,52724,481906
GAS,2025-01-30,50162,51724,49924,50804,356523
GAS,2025-01-29,49725,50266,49205,50022,800980
GAS,2025-01-28,53624,54601,52898,53002,521875
GAS,2025-01-27,50657,51218,49567,50441,707010
GAS,2025-01-26,50651,51053,49737,49984,797560
GAS,2025-01-25,51183,52260,50911,52059,903469
GAS,2025-01-24,52968,53112,51631,52057,608621
GAS,2025-01-23,52650,53338,51597,51869,746843
GAS,2025-01-22,52611,52705,52407,52453,563317
GAS,2025-01-21,52046,52315,51557,51687,627171
GAS,2025-01-20,51128,51545,49834,50286,767227
GAS,2025-01-19,51676,52816,51505,52589,834026
GAS,2025-01-18,50013,50195,49730,50014,159803
GAS,2025-01-17,48228,49314,47466,48877,880152
GAS,2025-01-16,53157,53401,51583,52194,268751
GAS,2025-01-15,49964,50396,49606,50175,726358
GAS,2025-01-14,50610,52123,50549,51557,696500
GVR,2025-04-13,56437,57180,56180,57064,545041
GVR,2025-04-12,57501,58814,57077,57926,770449
GVR,2025-04-11,58886,59677,58766,58851,456543
GVR,2025-04-10,58615,59823,58084,58856,114418
GVR,2025-04-09,58250,59166,56837,57593,139661
GVR,2025-04-08,56665,57661,56238,57301,185284
GVR,2025-04-07,56246,56767,55603,56765,844184
GVR,2025-04-06,59430,59529,59043,59134,945635
GVR,2025-04-05,56197,56455,55353,56431,289940
GVR,2025-04-04,60085,61048,59128,59919,328805
GVR,2025-04-03,60306,60988,58979,59598,730787
GVR,2025-04-02,58430,58924,57229,57916,830702
GVR,2025-04-01,57374,58575,57086,57788,703128
GVR,2025-03-31,57537,58375,57255,57930,715251
GVR,2025-03-30,56673,56917,55883,56411,256822
GVR,2025-03-29,58935,60042,58882,59184,142823
GVR,2025-03-28,57766,58090,56599,57069,294357
GVR,2025-03-27,56950,57591,55133,55984,592657
GVR,2025-03-26,58247,58996,58164,58369,489181
GVR,2025-03-25,55887,56623,54925,55365,686497
GVR,2025-03-24,59574,59579,57927,58680,676343
GVR,2025-03-23,55287,56307,55037,55785,184210
GVR,2025-03-22,57174,58250,56599,57942,335664
GVR,2025-03-21,56820,57635,56724,57185,648535
GVR,2025-03-20,54837,55858,54285,55388,655326
GVR,2025-03-19,56755,57140,56229,56672,723364
GVR,2025-03-18,54590,55731,53994,55335,356377
GVR,2025-03-17,54417,55468,54263,54683,732145
GVR,2025-03-16,55249,56240,54498,55012,678110
GVR,2025-03-15,58490,59176,57063,58012,342005
GVR,2025-03-14,58556,58812,57168,57887,900202
GVR,2025-03-13,56797,58000,56047,57147,917861
GVR,2025-03-12,57026,57286,55791,56787,801839
GVR,2025-03-11,56310,56357,54492,55468,676538
GVR,2025-03-10,57828,58022,56182,56874,806417
GVR,2025-03-09,54388,54738,53132,54077,734368
GVR,2025-03-08,53351,54328,53223,53770,758962
GVR,2025-03-07,56730,57197,55811,56114,669029
GVR,2025-03-06,56661,57126,56143,56337,545209
GVR,2025-03-05,54189,54983,52297,53287,165612
GVR,2025-03-04,56732,57170,56305,56782,317591
GVR,2025-03-03,55402,55934,54439,55023,122261
GVR,2025-03-02,54763,55348,54145,54628,759112
GVR,2025-03-01,53409,54376,52278,52867,435704
GVR,2025-02-28,53779,53786,52701,53465,855703
GVR,2025-02-27,53505,53743,53132,53617,474649
GVR,2025-02-26,55099,56352,54695,55444,666173
GVR,2025-02-25,53684,54426,52488,52698,224692
GVR,2025-02-24,54738,55375,53672,53934,734093
GVR,2025-02-23,55020,55671,54079,55042,587104
GVR,2025-02-22,54847,55789,54551,55256,397813
GVR,2025-02-21,52914,53725,52231,52279,701407
GVR,2025-02-20,54296,55048,53334,53397,372956
GVR,2025-02-19,53827,54792,52882,54605,490923
GVR,2025-02-18,54824,55422,54174,55344,386382
GVR,2025-02-17,52710,52848,51508,52208,807671
GVR,2025-02-16,51479,52197,51223,52117,603251
GVR,2025-02-15,54896,55275,53969,54084,845775
GVR,2025-02-14,50656,51911,50434,51234,959886
GVR,2025-02-13,53766,55133,53026,54667,495581
GVR,2025-02-12,52232,53004,51629,52826,465640
GVR,2025-02-11,54044,54382,53216,53974,985882
GVR,2025-02-10,52355,53471,51925,52823,500697
GVR,2025-02-09,53460,54209,52465,53678,406474
GVR,2025-02-08,51554,51631,50638,51418,323014
GVR,2025-02-07,53317,54259,53202,54250,464575
GVR,2025-02-06,52975,54341,52199,53873,821146
GVR,2025-02-05,50291,51883,50157,51206,905691
GVR,2025-02-04,50975,52026,50767,51790,371934
GVR,2025-02-03,54054,54890,52228,53220,454640
GVR,2025-02-02,51859,52885,51508,52638,814781
GVR,2025-02-01,51425,52013,51021,51995,476630
GVR,2025-01-31,49569,50096,48728,50074,471470
GVR,2025-01-30,50717,51500,49695,50099,851408
GVR,2025-01-29,50728,51163,50205,50972,376700
GVR,2025-01-28,53281,53983,52394,53486,889602
GVR,2025-01-27,51035,51058,49268,50225,836990
GVR,2025-01-26,51670,51926,50174,50790,793593
GVR,2025-01-25,51759,52465,50949,52106,628033
GVR,2025-01-24,52803,53579,51681,51836,675506
GVR,2025-01-23,51428,51961,50652,50782,730538
GVR,2025-01-22,48215,49165,47433,48975,361452
GVR,2025-01-21,49164,49258,48191,49149,233567
GVR,2025-01-20,49112,50178,48627,50040,565544
GVR,2025-01-19,51233,51755,50253,51526,882714
GVR,2025-01-18,50664,51308,48771,49761,621702
GVR,2025-01-17,49422,49870,47938,48551,763554
GVR,2025-01-16,52331,53216,51567,51631,226798
GVR,2025-01-15,50291,51189,49920,50618,118714
GVR,2025-01-14,50518,51087,49074,49537,682900
HDB,2025-04-13,57372,58634,56417,57821,180993
HDB,2025-04-12,57970,58512,56466,57144,228290
HDB,2025-04-11,58964,60283,58248,59345,549837
HDB,2025-04-10,60499,60735,59055,59910,581742
HDB,2025-04-09,60801,61275,59615,60301,386521
HDB,2025-04-08,60384,61214,60228,60418,941451
HDB,2025-04-07,59403,60003,58865,59135,188399
HDB,2025-04-06,58841,60055,58281,59520,589891
HDB,2025-04-05,57801,58759,57309,57925,159724
HDB,2025-04-04,59778,60610,58598,59042,848178
HDB,2025-04-03,58367,59687,58291,59277,303928
HDB,2025-04-02,59602,59914,58729,59678,968766
HDB,2025-04-01,59118,59955,58887,59290,482205
HDB,2025-03-31,59108,59157,58259,58328,361035
HDB,2025-03-30,57985,58886,57466,58444,741160
HDB,2025-03-29,56237,56396,55292,55671,244343
HDB,2025-03-28,55993,56388,55432,56121,339284
HDB,2025-03-27,58194,59050,58147,59031,906508
HDB,2025-03-26,58664,59444,57955,58840,689159
HDB,2025-03-25,56925,56975,55618,56604,571833
HDB,2025-03-24,54319,55785,53589,55151,608057
HDB,2025-03-23,57145,57515,56941,57088,928906
HDB,2025-03-22,56962,57896,56205,56813,792599
HDB,2025-03-21,57586,58951,57084,58141,106639
HDB,2025-03-20,58460,58809,56853,57807,659969
HDB,2025-03-19,58049,58550,57614,57986,957775
HDB,2025-03-18,56895,57818,56130,56753,417175
HDB,2025-03-17,57091,58076,56620,56851,877193
HDB,2025-03-16,54641,54765,53414,54219,457696
HDB,2025-03-15,56403,56578,55428,56100,920583
HDB,2025-03-14,57430,57669,56908,57274,996538
HDB,2025-03-13,55227,55876,55057,55358,312755
HDB,2025-03-12,54525,55216,53911,54338,739926
HDB,2025-03-11,55005,55765,53916,54008,703262
HDB,2025-03-10,54122,54829,53975,54746,570752
HDB,2025-03-09,57042,57469,56323,57067,911097
HDB,2025-03-08,54734,55662,53774,55194,713245
HDB,2025-03-07,54595,55572,53649,54926,539648
HDB,2025-03-06,55381,56731,55094,55971,766191
HDB,2025-03-05,56242,57139,55322,56776,770778
HDB,2025-03-04,53446,54227,52825,53287,759267
HDB,2025-03-03,55598,56324,54643,56065,379978
HDB,2025-03-02,55470,56971,54944,56379,748463
HDB,2025-03-01,56235,56647,55010,55664,723707
HDB,2025-02-28,55168,55723,54312,55548,755036
HDB,2025-02-27,56634,57558,55490,56373,912459
HDB,2025-02-26,51726,52522,51002,52407,477004
HDB,2025-02-25,52615,53429,52194,52327,379644
HDB,2025-02-24,53226,54614,52397,53836,380460
HDB,2025-02-23,52580,54066,51830,53334,348386
HDB,2025-02-22,54480,55885,54188,55276,992608
HDB,2025-02-21,54316,54951,53595,53805,682337
HDB,2025-02-20,53787,54683,52288,53136,172119
HDB,2025-02-19,52023,52240,51046,52197,944400
HDB,2025-02-18,55528,56300,54374,54607,277421
HDB,2025-02-17,54831,55745,53314,53999,433465
HDB,2025-02-16,51307,52409,50319,51589,823279
HDB,2025-02-15,53582,54613,53380,53766,810406
HDB,2025-02-14,55029,55338,54134,54815,643264
HDB,2025-02-13,53095,54557,52505,53903,178842
HDB,2025-02-12,52655,53455,52362,52777,416973
HDB,2025-02-11,52425,52988,51213,51926,598417
HDB,2025-02-10,53692,54399,52823,54190,776723
HDB,2025-02-09,55274,55366,54015,54544,114758
HDB,2025-02-08,52276,52978,52184,52903,724760
HDB,2025-02-07,53425,54988,52583,54369,973979
HDB,2025-02-06,54212,54295,53372,53574,573902
HDB,2025-02-05,50394,50845,49697,50547,484796
HDB,2025-02-04,54004,54914,52305,53136,561727
HDB,2025-02-03,52991,53733,52371,53677,178802
HDB,2025-02-02,52710,53090,51342,51717,933985
HDB,2025-02-01,49310,50841,48514,49949,774434
HDB,2025-01-31,52275,52903,51252,51683,587085
HDB,2025-01-30,53450,53516,52622,52943,682781
HDB,2025-01-29,52978,54413,52880,53473,343541
HDB,2025-01-28,50209,50710,49590,50444,975685
HDB,2025-01-27,52495,52990,50871,51858,990297
HDB,2025-01-26,48715,49989,48475,49693,780394
HDB,2025-01-25,53501,53540,52302,52567,186844
HDB,2025-01-24,53674,54214,52770,53078,940095
HDB,2025-01-23,50665,51250,49572,50034,602373
HDB,2025-01-22,50204,51031,49477,50315,214561
HDB,2025-01-21,52230,52334,51241,52037,882110
HDB,2025-01-20,52001,52313,51264,52127,998630
HDB,2025-01-19,50864,50870,49788,50145,716099
HDB,2025-01-18,48359,50250,47723,49314,527157
HDB,2025-01-17,49777,50487,49414,50040,555085
HDB,2025-01-16,49358,49552,48318,49102,573340
HDB,2025-01-15,48546,50077,48283,49497,754500
HDB,2025-01-14,50014,50964,48785,49582,117869
HPG,2025-04-13,59030,59936,58191,58983,320162
HPG,2025-04-12,59700,61076,59359,60589,600982
HPG,2025-04-11,58829,59198,58475,58854,969673
HPG,2025-04-10,57922,59375,56957,58647,488498
HPG,2025-04-09,57115,57809,56993,57204,561096
HPG,2025-04-08,59219,59919,58661,58894,928046
HPG,2025-04-07,58776,59495,57192,57835,196722
HPG,2025-04-06,57664,58249,56445,56756,807624
HPG,2025-04-05,58319,59011,57383,58208,174196
HPG,2025-04-04,55379,57274,54946,56352,473128
HPG,2025-04-03,58235,59337,57900,59026,320792
HPG,2025-04-02,57111,58099,56439,57857,281691
HPG,2025-04-01,56342,57219,55437,56125,573499
HPG,2025-03-31,58543,58955,57808,57991,979569
HPG,2025-03-30,58732,59153,58406,58790,263306
HPG,2025-03-29,59004,59394,57555,58384,478528
HPG,2025-03-28,58734,59265,58002,58463,536744
HPG,2025-03-27,56570,57555,55782,57422,437146
HPG,2025-03-26,56522,58319,56178,57388,405365
HPG,2025-03-25,55744,55804,54859,55753,936103
HPG,2025-03-24,56963,58308,56611,57920,509787
HPG,2025-03-23,57914,57990,57171,57912,511909
HPG,2025-03-22,57128,57946,56184,57303,168671
HPG,2025-03-21,57360,57582,55975,56499,248983
HPG,2025-03-20,56600,57051,56136,56643,285800
HPG,2025-03-19,57038,57914,56436,57185,762901
HPG,2025-03-18,54036,54576,54025,54443,523362
HPG,2025-03-17,57129,57278,56091,56412,260304
HPG,2025-03-16,57265,57774,56569,57607,718615
HPG,2025-03-15,58555,58874,57469,57935,862491
HPG,2025-03-14,54123,55514,53962,54667,957882
HPG,2025-03-13,54272,54631,53967,54246,255288
HPG,2025-03-12,55860,56738,55371,55899,199564
HPG,2025-03-11,57023,57524,56049,57436,614178
HPG,2025-03-10,56786,57871,56055,57394,841089
HPG,2025-03-09,54419,55158,52823,53614,164731
HPG,2025-03-08,54372,55486,54263,55013,828194
HPG,2025-03-07,55921,56245,54301,55052,838476
HPG,2025-03-06,55806,56286,54874,55265,851064
HPG,2025-03-05,55852,56392,54432,54974,381060
HPG,2025-03-04,54832,55788,54421,55447,779162
HPG,2025-03-03,54990,55678,54312,55323,283478
HPG,2025-03-02,54944,55767,54268,54799,998616
HPG,2025-03-01,55446,56025,54901,55293,895257
HPG,2025-02-28,54960,55639,54833,55571,802075
HPG,2025-02-27,54336,55286,52829,53551,944627
HPG,2025-02-26,54611,54713,54471,54589,275066
HPG,2025-02-25,55526,56577,55079,55786,548703
HPG,2025-02-24,55266,56313,54771,56047,793606
HPG,2025-02-23,55367,56234,53600,54385,537361
HPG,2025-02-22,55027,55237,54387,54641,442025
HPG,2025-02-21,52777,53130,51905,52798,694933
HPG,2025-02-20,55782,55967,55042,55792,845582
HPG,2025-02-19,52773,53347,51380,51876,113389
HPG,2025-02-18,54868,55431,54802,54863,985184
HPG,2025-02-17,53152,54715,52480,53731,518362
HPG,2025-02-16,55572,55627,54294,54968,118070
HPG,2025-02-15,55744,56316,54298,54919,125035
HPG,2025-02-14,50907,52673,50901,51847,566332
HPG,2025-02-13,54527,55090,53784,54348,600911
HPG,2025-02-12,54667,55744,54111,54863,251767
HPG,2025-02-11,54345,54433,53475,54252,341773
HPG,2025-02-10,54520,54878,53564,53852,994302
HPG,2025-02-09,54134,55079,53563,53776,358292
HPG,2025-02-08,52068,52335,50763,51482,532848
HPG,2025-02-07,52802,53015,51979,52325,640898
HPG,2025-02-06,51749,51844,51053,51738,185718
HPG,2025-02-05,54063,55035,53761,53941,297942
HPG,2025-02-04,53875,54411,53284,53595,753925
HPG,2025-02-03,52815,53165,51517,52463,810413
HPG,2025-02-02,50584,51145,49599,50178,824059
HPG,2025-02-01,51766,52651,50920,51214,348640
HPG,2025-01-31,51370,51908,51138,51171,528193
HPG,2025-01-30,51783,51943,50896,51309,134755
HPG,2025-01-29,53264,54157,52389,53477,411412
HPG,2025-01-28,49781,50284,49732,49974,674476
HPG,2025-01-27,50249,50571,49430,49551,114100
HPG,2025-01-26,52196,52780,52006,52627,401018
HPG,2025-01-25,50865,50968,49872,50071,257715
HPG,2025-01-24,49892,50731,49126,49985,813753
HPG,2025-01-23,50906,51323,50294,50457,755000
HPG,2025-01-22,51890,52426,50031,51024,603136
HPG,2025-01-21,48332,49284,48320,49032,275938
HPG,2025-01-20,48845,50402,48124,49508,499533
HPG,2025-01-19,49428,50270,48790,48925,773796
HPG,2025-01-18,50717,52297,49804,51637,392298
HPG,2025-01-17,49731,50596,48773,49049,328037
HPG,2025-01-16,49216,49337,49000,49087,709702
HPG,2025-01-15,50954,51431,50047,50995,529876
HPG,2025-01-14,51094,51728,50150,50645,262258
LPB,2025-04-13,60908,61100,60532,60907,708656
LPB,2025-04-12,61834,62606,59913,60866,518488
LPB,2025-04-11,59125,59387,58387,59028,203029
LPB,2025-04-10,58307,59953,57337,59235,876161
LPB,2025-04-09,57961,58524,57238,57524,963361
LPB,2025-04-08,56476,57825,55904,57423,393626
LPB,2025-04-07,59042,59629,57544,58147,653992
LPB,2025-04-06,58441,59084,57626,57662,919018
LPB,2025-04-05,57784,58689,57750,58225,769974
LPB,2025-04-04,58942,59244,57936,58514,691889
LPB,2025-04-03,56711,57535,56239,57400,634594
LPB,2025-04-02,56785,57513,56651,57443,975011
LPB,2025-04-01,58386,58599,57506,57774,479674
LPB,2025-03-31,59298,60268,58161,58976,959990
LPB,2025-03-30,56774,57605,56177,56460,393624
LPB,2025-03-29,55257,56153,54886,55671,867316
LPB,2025-03-28,56014,56346,55536,56032,811425
LPB,2025-03-27,54939,56006,54356,55852,870866
LPB,2025-03-26,56486,57403,55039,55710,541267
LPB,2025-03-25,55690,56913,55150,55922,312466
LPB,2025-03-24,59472,59851,58259,59000,730232
LPB,2025-03-23,55614,55916,54949,55384,246752
LPB,2025-03-22,55673,57495,54736,56653,902888
LPB,2025-03-21,56849,57248,56634,57161,323989
LPB,2025-03-20,58518,58916,57079,57779,141301
LPB,2025-03-19,57840,58388,57440,57883,721099
LPB,2025-03-18,56124,56843,55873,56273,423336
LPB,2025-03-17,57117,57476,56144,57137,136982
LPB,2025-03-16,56055,56846,55443,55799,204167
LPB,2025-03-15,54407,55323,53449,55322,526338
LPB,2025-03-14,55782,57078,55578,56697,663698
LPB,2025-03-13,56710,57906,56591,57100,118516
LPB,2025-03-12,56197,57299,55909,56748,297966
LPB,2025-03-11,55534,56580,55498,56232,759549
LPB,2025-03-10,57775,58623,56932,57450,188857
LPB,2025-03-09,55710,56841,54957,56468,402484
LPB,2025-03-08,53064,53940,52440,53670,266748
LPB,2025-03-07,56147,57512,55589,56651,396212
LPB,2025-03-06,54362,56106,53564,55268,685224
LPB,2025-03-05,52770,53278,52637,53174,916902
LPB,2025-03-04,56662,57536,55620,56262,718929
LPB,2025-03-03,53285,54094,52498,53414,604710
LPB,2025-03-02,57093,57779,55382,56339,375582
LPB,2025-03-01,55642,55990,55233,55486,732685
LPB,2025-02-28,55107,55156,54841,54903,381851
LPB,2025-02-27,56983,57566,55228,56107,661859
LPB,2025-02-26,52025,52978,51235,52885,764410
LPB,2025-02-25,53476,54712,52765,53759,969134
LPB,2025-02-24,55902,56572,55398,56067,120273
LPB,2025-02-23,55459,55782,53763,54628,287438
LPB,2025-02-22,53156,53794,52643,52865,731486
LPB,2025-02-21,52961,53496,52274,53483,117409
LPB,2025-02-20,54023,54466,53198,53453,640083
LPB,2025-02-19,55118,55964,54795,55054,799858
LPB,2025-02-18,52427,54075,52083,53079,370256
LPB,2025-02-17,54294,54584,53285,53613,833046
LPB,2025-02-16,53634,54351,52780,53212,331779
LPB,2025-02-15,52888,52903,52545,52648,902776
LPB,2025-02-14,52313,52517,51143,52000,113890
LPB,2025-02-13,52845,53196,51410,52299,438523
LPB,2025-02-12,53463,54178,52746,53363,828291
LPB,2025-02-11,52250,53701,51307,53054,795504
LPB,2025-02-10,52836,53953,52583,53494,919934
LPB,2025-02-09,54048,55465,53157,54472,172177
LPB,2025-02-08,51176,52050,50326,51581,686461
LPB,2025-02-07,55280,55441,54139,54322,515147
LPB,2025-02-06,53533,54237,52590,53811,133960
LPB,2025-02-05,52287,52677,52096,52373,372007
LPB,2025-02-04,54828,55040,53514,54194,517780
LPB,2025-02-03,51279,52348,50562,52159,664850
LPB,2025-02-02,53127,53922,52030,52186,673079
LPB,2025-02-01,51719,52732,51220,52374,824918
LPB,2025-01-31,52996,53276,51358,52012,115715
LPB,2025-01-30,51767,51871,50150,50872,143630
LPB,2025-01-29,51281,51412,50766,51222,392102
LPB,2025-01-28,49255,50581,49156,50145,972163
LPB,2025-01-27,51324,51452,49961,50879,179679
LPB,2025-01-26,52706,53761,52639,52943,956438
LPB,2025-01-25,51410,52590,50433,51622,535958
LPB,2025-01-24,53161,53335,51974,52444,219371
LPB,2025-01-23,48872,50558,48555,49589,978149
LPB,2025-01-22,50595,51018,49814,50545,823056
LPB,2025-01-21,48190,49405,47733,48953,732786
LPB,2025-01-20,49935,51719,49096,50877,932495
LPB,2025-01-19,50334,51306,49349,50446,254986
LPB,2025-01-18,52421,53271,51459,52155,259686
LPB,2025-01-17,48844,49738,47988,48866,275517
LPB,2025-01-16,51230,52169,50797,51524,308828
LPB,2025-01-15,48130,48931,47648,48604,538511
LPB,2025-01-14,50212,51003,49065,49999,441736
MBB,2025-04-13,58278,59294,58128,59255,377827
MBB,2025-04-12,59331,59730,58732,59094,217113
MBB,2025-04-11,59090,59987,58382,59339,835866
MBB,2025-04-10,59683,60757,59680,59844,783110
MBB,2025-04-09,58550,59011,58223,58941,641335
MBB,2025-04-08,57490,59071,57031,58417,227949
MBB,2025-04-07,59124,59578,57936,58390,447040
MBB,2025-04-06,56862,58623,56275,57677,528514
MBB,2025-04-05,58821,60256,58777,59586,513718
MBB,2025-04-04,56931,57461,56116,56954,985523
MBB,2025-04-03,59148,59497,58388,58592,583129
MBB,2025-04-02,58476,58950,57214,58208,775283
MBB,2025-04-01,56867,57512,55686,56215,816342
MBB,2025-03-31,57123,57485,56223,56686,289459
MBB,2025-03-30,58560,58848,58261,58602,366320
MBB,2025-03-29,58123,58641,57875,58081,916628
MBB,2025-03-28,59821,59978,58367,58900,749092
MBB,2025-03-27,56695,57933,56356,57208,705675
MBB,2025-03-26,54763,56044,54688,55669,987613
MBB,2025-03-25,57913,58010,57128,57243,559815
MBB,2025-03-24,56552,57535,56366,57150,877250
MBB,2025-03-23,56640,56933,56423,56823,890764
MBB,2025-03-22,54373,55118,54026,54853,651869
MBB,2025-03-21,55981,56809,55901,56426,875943
MBB,2025-03-20,58041,59479,57367,58513,463254
MBB,2025-03-19,55661,56133,55498,55899,331155
MBB,2025-03-18,57907,58854,57469,57669,399943
MBB,2025-03-17,55339,56266,54700,55016,826267
MBB,2025-03-16,56610,57641,56119,57507,552569
MBB,2025-03-15,54459,54784,53301,54141,528083
MBB,2025-03-14,56090,57065,54734,55150,209734
MBB,2025-03-13,57914,58643,56616,56916,862907
MBB,2025-03-12,54962,55568,54298,54312,228515
MBB,2025-03-11,54464,55975,54449,54987,840222
MBB,2025-03-10,55519,56389,54378,55172,863626
MBB,2025-03-09,56356,57563,56037,57079,988351
MBB,2025-03-08,56544,56845,54763,55717,821146
MBB,2025-03-07,56875,57111,55978,56422,923389
MBB,2025-03-06,57313,57638,56649,57041,691815
MBB,2025-03-05,52778,53674,52562,53235,186444
MBB,2025-03-04,55037,55630,54601,54640,175598
MBB,2025-03-03,56084,56554,54462,55460,874359
MBB,2025-03-02,52712,53590,51960,53200,322909
MBB,2025-03-01,56074,56813,55685,55891,642730
MBB,2025-02-28,52067,53559,51398,53034,502266
MBB,2025-02-27,53722,54914,53408,54030,482838
MBB,2025-02-26,54183,55409,53213,54624,393248
MBB,2025-02-25,55721,55844,54416,55087,175619
MBB,2025-02-24,55332,55946,54924,55434,600549
MBB,2025-02-23,51763,52612,50873,52531,837059
MBB,2025-02-22,55601,56278,55417,55717,244581
MBB,2025-02-21,52078,52305,51280,52222,909386
MBB,2025-02-20,54279,56007,53521,55159,894730
MBB,2025-02-19,55744,56432,54123,54756,144522
MBB,2025-02-18,52023,52571,51658,51889,306607
MBB,2025-02-17,55229,56140,54020,54861,691594
MBB,2025-02-16,51994,52635,51092,52371,163275
MBB,2025-02-15,54134,54872,53426,53824,526009
MBB,2025-02-14,51620,52838,51344,52500,731606
MBB,2025-02-13,51860,52719,50510,51264,106905
MBB,2025-02-12,50534,51860,50286,51081,746134
MBB,2025-02-11,52849,53236,51721,52238,532556
MBB,2025-02-10,51425,52510,51257,51634,201386
MBB,2025-02-09,54287,54792,53172,53937,343008
MBB,2025-02-08,52313,52787,51933,52632,593726
MBB,2025-02-07,51704,53030,51563,52144,879408
MBB,2025-02-06,50719,51370,49892,51021,796381
MBB,2025-02-05,52173,53186,51991,52202,565136
MBB,2025-02-04,51761,51913,51273,51439,992244
MBB,2025-02-03,52156,52708,51269,52051,360169
MBB,2025-02-02,51814,52974,51248,52241,372218
MBB,2025-02-01,53422,54103,51516,52452,416598
MBB,2025-01-31,49942,50619,49295,50040,319701
MBB,2025-01-30,51507,52470,50989,52365,232771
MBB,2025-01-29,50074,50432,48997,49682,808965
MBB,2025-01-28,50654,51390,49101,49896,214540
MBB,2025-01-27,51552,51778,50744,51233,712690
MBB,2025-01-26,50905,51990,50721,51069,786439
MBB,2025-01-25,52596,53701,51820,52782,135917
MBB,2025-01-24,51272,52717,50340,51932,251653
MBB,2025-01-23,49537,50332,48554,49829,745611
MBB,2025-01-22,48746,49900,48587,48933,633720
MBB,2025-01-21,51393,51645,51239,51488,225461
MBB,2025-01-20,49305,49451,48889,49208,420485
MBB,2025-01-19,51339,52065,50967,51525,250648
MBB,2025-01-18,51299,52763,50385,51799,647924
MBB,2025-01-17,49045,49881,48780,48999,570584
