symbol,sentiment,score,explanation,timestamp,note,news_title,news_date,news_source
MBB,neutral,-0.01,Văn bản có nội dung trung tính hoặc không rõ ràng về MBB,2025-04-13 22:15:20,Dữ liệu được tạo tự động do Gemini API không khả dụng,MBB: Thay đổi nhân sự cấp cao trong ban lãnh đạo,2025-04-01,CafeF
MBB,neutral,-0.14,Văn bản có nội dung trung tính hoặc không rõ ràng về MBB,2025-04-13 22:15:21,Dữ liệu được tạo tự động do Gemini API không khả dụng,MBB: Triển khai dự án đầu tư mới tại thị trường nước ngoài,2025-03-29,CafeF
MBB,positive,0.6,Văn bản chứa nhiều từ khóa tích cực về MBB,2025-04-13 22:15:22,Dữ liệu được tạo tự động do Gemini API không khả dụng,MBB: Công bố kế hoạch phát hành cổ phiếu tăng vốn,2025-03-26,CafeF
MBB,neutral,0.16,Văn bản có nội dung trung tính hoặc không rõ ràng về MBB,2025-04-13 22:15:23,Dữ liệu được tạo tự động do Gemini API không khả dụng,MBB: Tổ chức sự kiện ra mắt sản phẩm mới,2025-03-23,CafeF
MBB,neutral,-0.2,Văn bản có nội dung trung tính hoặc không rõ ràng về MBB,2025-04-13 22:15:24,Dữ liệu được tạo tự động do Gemini API không khả dụng,MBB: Nhận giải thưởng doanh nghiệp xuất sắc,2025-03-20,CafeF
MBB,positive,0.82,Văn bản chứa nhiều từ khóa tích cực về MBB,2025-04-13 22:15:25,Dữ liệu được tạo tự động do Gemini API không khả dụng,MBB: Thông báo kết quả kinh doanh vượt kế hoạch,2025-03-17,CafeF
MSN,positive,0.85,Văn bản chứa nhiều từ khóa tích cực về MSN,2025-04-13 22:15:26,Dữ liệu được tạo tự động do Gemini API không khả dụng,MSN: Công bố báo cáo tài chính quý với kết quả tích cực,2025-04-13,CafeF
MSN,neutral,-0.16,Văn bản có nội dung trung tính hoặc không rõ ràng về MSN,2025-04-13 22:15:28,Dữ liệu được tạo tự động do Gemini API không khả dụng,MSN: Thông báo chi trả cổ tức năm tài chính,2025-04-10,CafeF
MSN,neutral,0.05,Văn bản có nội dung trung tính hoặc không rõ ràng về MSN,2025-04-13 22:15:29,Dữ liệu được tạo tự động do Gemini API không khả dụng,MSN: Kế hoạch mở rộng thị trường trong năm tới,2025-04-07,CafeF
MSN,neutral,-0.16,Văn bản có nội dung trung tính hoặc không rõ ràng về MSN,2025-04-13 22:15:30,Dữ liệu được tạo tự động do Gemini API không khả dụng,MSN: Ký kết hợp đồng hợp tác chiến lược mới,2025-04-04,CafeF
MSN,neutral,-0.12,Văn bản có nội dung trung tính hoặc không rõ ràng về MSN,2025-04-13 22:15:31,Dữ liệu được tạo tự động do Gemini API không khả dụng,MSN: Thay đổi nhân sự cấp cao trong ban lãnh đạo,2025-04-01,CafeF
MSN,neutral,0.05,Văn bản có nội dung trung tính hoặc không rõ ràng về MSN,2025-04-13 22:15:32,Dữ liệu được tạo tự động do Gemini API không khả dụng,MSN: Triển khai dự án đầu tư mới tại thị trường nước ngoài,2025-03-29,CafeF
MSN,positive,0.35,Văn bản chứa nhiều từ khóa tích cực về MSN,2025-04-13 22:15:33,Dữ liệu được tạo tự động do Gemini API không khả dụng,MSN: Công bố kế hoạch phát hành cổ phiếu tăng vốn,2025-03-26,CafeF
MSN,neutral,0.12,Văn bản có nội dung trung tính hoặc không rõ ràng về MSN,2025-04-13 22:15:34,Dữ liệu được tạo tự động do Gemini API không khả dụng,MSN: Tổ chức sự kiện ra mắt sản phẩm mới,2025-03-23,CafeF
MSN,neutral,-0.03,Văn bản có nội dung trung tính hoặc không rõ ràng về MSN,2025-04-13 22:15:35,Dữ liệu được tạo tự động do Gemini API không khả dụng,MSN: Nhận giải thưởng doanh nghiệp xuất sắc,2025-03-20,CafeF
MSN,positive,0.86,Văn bản chứa nhiều từ khóa tích cực về MSN,2025-04-13 22:15:36,Dữ liệu được tạo tự động do Gemini API không khả dụng,MSN: Thông báo kết quả kinh doanh vượt kế hoạch,2025-03-17,CafeF
MWG,positive,0.37,Văn bản chứa nhiều từ khóa tích cực về MWG,2025-04-13 22:15:37,Dữ liệu được tạo tự động do Gemini API không khả dụng,MWG: Công bố báo cáo tài chính quý với kết quả tích cực,2025-04-13,CafeF
MWG,neutral,0.19,Văn bản có nội dung trung tính hoặc không rõ ràng về MWG,2025-04-13 22:15:38,Dữ liệu được tạo tự động do Gemini API không khả dụng,MWG: Thông báo chi trả cổ tức năm tài chính,2025-04-10,CafeF
MWG,neutral,0.02,Văn bản có nội dung trung tính hoặc không rõ ràng về MWG,2025-04-13 22:15:39,Dữ liệu được tạo tự động do Gemini API không khả dụng,MWG: Kế hoạch mở rộng thị trường trong năm tới,2025-04-07,CafeF
MWG,neutral,0.15,Văn bản có nội dung trung tính hoặc không rõ ràng về MWG,2025-04-13 22:15:40,Dữ liệu được tạo tự động do Gemini API không khả dụng,MWG: Ký kết hợp đồng hợp tác chiến lược mới,2025-04-04,CafeF
MWG,neutral,-0.01,Văn bản có nội dung trung tính hoặc không rõ ràng về MWG,2025-04-13 22:15:41,Dữ liệu được tạo tự động do Gemini API không khả dụng,MWG: Thay đổi nhân sự cấp cao trong ban lãnh đạo,2025-04-01,CafeF
MWG,neutral,-0.17,Văn bản có nội dung trung tính hoặc không rõ ràng về MWG,2025-04-13 22:15:42,Dữ liệu được tạo tự động do Gemini API không khả dụng,MWG: Triển khai dự án đầu tư mới tại thị trường nước ngoài,2025-03-29,CafeF
MWG,positive,0.4,Văn bản chứa nhiều từ khóa tích cực về MWG,2025-04-13 22:15:43,Dữ liệu được tạo tự động do Gemini API không khả dụng,MWG: Công bố kế hoạch phát hành cổ phiếu tăng vốn,2025-03-26,CafeF
MWG,neutral,-0.01,Văn bản có nội dung trung tính hoặc không rõ ràng về MWG,2025-04-13 22:15:44,Dữ liệu được tạo tự động do Gemini API không khả dụng,MWG: Tổ chức sự kiện ra mắt sản phẩm mới,2025-03-23,CafeF
MWG,neutral,0.11,Văn bản có nội dung trung tính hoặc không rõ ràng về MWG,2025-04-13 22:15:45,Dữ liệu được tạo tự động do Gemini API không khả dụng,MWG: Nhận giải thưởng doanh nghiệp xuất sắc,2025-03-20,CafeF
MWG,positive,0.58,Văn bản chứa nhiều từ khóa tích cực về MWG,2025-04-13 22:15:46,Dữ liệu được tạo tự động do Gemini API không khả dụng,MWG: Thông báo kết quả kinh doanh vượt kế hoạch,2025-03-17,CafeF
PLX,positive,0.83,Văn bản chứa nhiều từ khóa tích cực về PLX,2025-04-13 22:15:47,Dữ liệu được tạo tự động do Gemini API không khả dụng,PLX: Công bố báo cáo tài chính quý với kết quả tích cực,2025-04-13,CafeF
PLX,neutral,0.1,Văn bản có nội dung trung tính hoặc không rõ ràng về PLX,2025-04-13 22:15:48,Dữ liệu được tạo tự động do Gemini API không khả dụng,PLX: Thông báo chi trả cổ tức năm tài chính,2025-04-10,CafeF
PLX,neutral,0.11,Văn bản có nội dung trung tính hoặc không rõ ràng về PLX,2025-04-13 22:15:49,Dữ liệu được tạo tự động do Gemini API không khả dụng,PLX: Kế hoạch mở rộng thị trường trong năm tới,2025-04-07,CafeF
PLX,neutral,-0.19,Văn bản có nội dung trung tính hoặc không rõ ràng về PLX,2025-04-13 22:15:50,Dữ liệu được tạo tự động do Gemini API không khả dụng,PLX: Ký kết hợp đồng hợp tác chiến lược mới,2025-04-04,CafeF
PLX,neutral,-0.0,Văn bản có nội dung trung tính hoặc không rõ ràng về PLX,2025-04-13 22:15:52,Dữ liệu được tạo tự động do Gemini API không khả dụng,PLX: Thay đổi nhân sự cấp cao trong ban lãnh đạo,2025-04-01,CafeF
PLX,neutral,-0.04,Văn bản có nội dung trung tính hoặc không rõ ràng về PLX,2025-04-13 22:15:53,Dữ liệu được tạo tự động do Gemini API không khả dụng,PLX: Triển khai dự án đầu tư mới tại thị trường nước ngoài,2025-03-29,CafeF
PLX,positive,0.46,Văn bản chứa nhiều từ khóa tích cực về PLX,2025-04-13 22:15:54,Dữ liệu được tạo tự động do Gemini API không khả dụng,PLX: Công bố kế hoạch phát hành cổ phiếu tăng vốn,2025-03-26,CafeF
PLX,neutral,0.01,Văn bản có nội dung trung tính hoặc không rõ ràng về PLX,2025-04-13 22:15:55,Dữ liệu được tạo tự động do Gemini API không khả dụng,PLX: Tổ chức sự kiện ra mắt sản phẩm mới,2025-03-23,CafeF
PLX,neutral,0.07,Văn bản có nội dung trung tính hoặc không rõ ràng về PLX,2025-04-13 22:15:56,Dữ liệu được tạo tự động do Gemini API không khả dụng,PLX: Nhận giải thưởng doanh nghiệp xuất sắc,2025-03-20,CafeF
PLX,positive,0.51,Văn bản chứa nhiều từ khóa tích cực về PLX,2025-04-13 22:15:57,Dữ liệu được tạo tự động do Gemini API không khả dụng,PLX: Thông báo kết quả kinh doanh vượt kế hoạch,2025-03-17,CafeF
POW,positive,0.44,Văn bản chứa nhiều từ khóa tích cực về POW,2025-04-13 22:15:58,Dữ liệu được tạo tự động do Gemini API không khả dụng,POW: Công bố báo cáo tài chính quý với kết quả tích cực,2025-04-13,CafeF
POW,neutral,-0.16,Văn bản có nội dung trung tính hoặc không rõ ràng về POW,2025-04-13 22:15:59,Dữ liệu được tạo tự động do Gemini API không khả dụng,POW: Thông báo chi trả cổ tức năm tài chính,2025-04-10,CafeF
POW,neutral,0.12,Văn bản có nội dung trung tính hoặc không rõ ràng về POW,2025-04-13 22:16:00,Dữ liệu được tạo tự động do Gemini API không khả dụng,POW: Kế hoạch mở rộng thị trường trong năm tới,2025-04-07,CafeF
POW,neutral,0.09,Văn bản có nội dung trung tính hoặc không rõ ràng về POW,2025-04-13 22:16:01,Dữ liệu được tạo tự động do Gemini API không khả dụng,POW: Ký kết hợp đồng hợp tác chiến lược mới,2025-04-04,CafeF
POW,neutral,-0.19,Văn bản có nội dung trung tính hoặc không rõ ràng về POW,2025-04-13 22:16:02,Dữ liệu được tạo tự động do Gemini API không khả dụng,POW: Thay đổi nhân sự cấp cao trong ban lãnh đạo,2025-04-01,CafeF
POW,neutral,0.19,Văn bản có nội dung trung tính hoặc không rõ ràng về POW,2025-04-13 22:16:03,Dữ liệu được tạo tự động do Gemini API không khả dụng,POW: Triển khai dự án đầu tư mới tại thị trường nước ngoài,2025-03-29,CafeF
POW,positive,0.87,Văn bản chứa nhiều từ khóa tích cực về POW,2025-04-13 22:16:04,Dữ liệu được tạo tự động do Gemini API không khả dụng,POW: Công bố kế hoạch phát hành cổ phiếu tăng vốn,2025-03-26,CafeF
POW,neutral,0.16,Văn bản có nội dung trung tính hoặc không rõ ràng về POW,2025-04-13 22:16:05,Dữ liệu được tạo tự động do Gemini API không khả dụng,POW: Tổ chức sự kiện ra mắt sản phẩm mới,2025-03-23,CafeF
POW,neutral,0.03,Văn bản có nội dung trung tính hoặc không rõ ràng về POW,2025-04-13 22:16:06,Dữ liệu được tạo tự động do Gemini API không khả dụng,POW: Nhận giải thưởng doanh nghiệp xuất sắc,2025-03-20,CafeF
POW,positive,0.87,Văn bản chứa nhiều từ khóa tích cực về POW,2025-04-13 22:16:07,Dữ liệu được tạo tự động do Gemini API không khả dụng,POW: Thông báo kết quả kinh doanh vượt kế hoạch,2025-03-17,CafeF
SAB,positive,0.53,Văn bản chứa nhiều từ khóa tích cực về SAB,2025-04-13 22:16:08,Dữ liệu được tạo tự động do Gemini API không khả dụng,SAB: Công bố báo cáo tài chính quý với kết quả tích cực,2025-04-13,CafeF
SAB,neutral,0.11,Văn bản có nội dung trung tính hoặc không rõ ràng về SAB,2025-04-13 22:16:09,Dữ liệu được tạo tự động do Gemini API không khả dụng,SAB: Thông báo chi trả cổ tức năm tài chính,2025-04-10,CafeF
SAB,neutral,0.15,Văn bản có nội dung trung tính hoặc không rõ ràng về SAB,2025-04-13 22:16:10,Dữ liệu được tạo tự động do Gemini API không khả dụng,SAB: Kế hoạch mở rộng thị trường trong năm tới,2025-04-07,CafeF
SAB,neutral,0.16,Văn bản có nội dung trung tính hoặc không rõ ràng về SAB,2025-04-13 22:16:11,Dữ liệu được tạo tự động do Gemini API không khả dụng,SAB: Ký kết hợp đồng hợp tác chiến lược mới,2025-04-04,CafeF
SAB,neutral,0.01,Văn bản có nội dung trung tính hoặc không rõ ràng về SAB,2025-04-13 22:16:12,Dữ liệu được tạo tự động do Gemini API không khả dụng,SAB: Thay đổi nhân sự cấp cao trong ban lãnh đạo,2025-04-01,CafeF
SAB,neutral,0.13,Văn bản có nội dung trung tính hoặc không rõ ràng về SAB,2025-04-13 22:16:14,Dữ liệu được tạo tự động do Gemini API không khả dụng,SAB: Triển khai dự án đầu tư mới tại thị trường nước ngoài,2025-03-29,CafeF
SAB,positive,0.84,Văn bản chứa nhiều từ khóa tích cực về SAB,2025-04-13 22:16:15,Dữ liệu được tạo tự động do Gemini API không khả dụng,SAB: Công bố kế hoạch phát hành cổ phiếu tăng vốn,2025-03-26,CafeF
SAB,neutral,0.16,Văn bản có nội dung trung tính hoặc không rõ ràng về SAB,2025-04-13 22:16:16,Dữ liệu được tạo tự động do Gemini API không khả dụng,SAB: Tổ chức sự kiện ra mắt sản phẩm mới,2025-03-23,CafeF
SAB,neutral,-0.12,Văn bản có nội dung trung tính hoặc không rõ ràng về SAB,2025-04-13 22:16:17,Dữ liệu được tạo tự động do Gemini API không khả dụng,SAB: Nhận giải thưởng doanh nghiệp xuất sắc,2025-03-20,CafeF
SAB,positive,0.68,Văn bản chứa nhiều từ khóa tích cực về SAB,2025-04-13 22:16:18,Dữ liệu được tạo tự động do Gemini API không khả dụng,SAB: Thông báo kết quả kinh doanh vượt kế hoạch,2025-03-17,CafeF
SHB,positive,0.45,Văn bản chứa nhiều từ khóa tích cực về SHB,2025-04-13 22:16:19,Dữ liệu được tạo tự động do Gemini API không khả dụng,SHB: Công bố báo cáo tài chính quý với kết quả tích cực,2025-04-13,CafeF
SHB,neutral,-0.03,Văn bản có nội dung trung tính hoặc không rõ ràng về SHB,2025-04-13 22:16:20,Dữ liệu được tạo tự động do Gemini API không khả dụng,SHB: Thông báo chi trả cổ tức năm tài chính,2025-04-10,CafeF
SHB,neutral,-0.07,Văn bản có nội dung trung tính hoặc không rõ ràng về SHB,2025-04-13 22:16:21,Dữ liệu được tạo tự động do Gemini API không khả dụng,SHB: Kế hoạch mở rộng thị trường trong năm tới,2025-04-07,CafeF
SHB,neutral,0.03,Văn bản có nội dung trung tính hoặc không rõ ràng về SHB,2025-04-13 22:16:22,Dữ liệu được tạo tự động do Gemini API không khả dụng,SHB: Ký kết hợp đồng hợp tác chiến lược mới,2025-04-04,CafeF
SHB,neutral,0.07,Văn bản có nội dung trung tính hoặc không rõ ràng về SHB,2025-04-13 22:16:23,Dữ liệu được tạo tự động do Gemini API không khả dụng,SHB: Thay đổi nhân sự cấp cao trong ban lãnh đạo,2025-04-01,CafeF
SHB,neutral,0.07,Văn bản có nội dung trung tính hoặc không rõ ràng về SHB,2025-04-13 22:16:24,Dữ liệu được tạo tự động do Gemini API không khả dụng,SHB: Triển khai dự án đầu tư mới tại thị trường nước ngoài,2025-03-29,CafeF
SHB,positive,0.87,Văn bản chứa nhiều từ khóa tích cực về SHB,2025-04-13 22:16:25,Dữ liệu được tạo tự động do Gemini API không khả dụng,SHB: Công bố kế hoạch phát hành cổ phiếu tăng vốn,2025-03-26,CafeF
SHB,neutral,-0.02,Văn bản có nội dung trung tính hoặc không rõ ràng về SHB,2025-04-13 22:16:26,Dữ liệu được tạo tự động do Gemini API không khả dụng,SHB: Tổ chức sự kiện ra mắt sản phẩm mới,2025-03-23,CafeF
SHB,neutral,0.02,Văn bản có nội dung trung tính hoặc không rõ ràng về SHB,2025-04-13 22:16:27,Dữ liệu được tạo tự động do Gemini API không khả dụng,SHB: Nhận giải thưởng doanh nghiệp xuất sắc,2025-03-20,CafeF
SHB,positive,0.44,Văn bản chứa nhiều từ khóa tích cực về SHB,2025-04-13 22:16:28,Dữ liệu được tạo tự động do Gemini API không khả dụng,SHB: Thông báo kết quả kinh doanh vượt kế hoạch,2025-03-17,CafeF
SSB,positive,0.38,Văn bản chứa nhiều từ khóa tích cực về SSB,2025-04-13 22:16:29,Dữ liệu được tạo tự động do Gemini API không khả dụng,SSB: Công bố báo cáo tài chính quý với kết quả tích cực,2025-04-13,CafeF
SSB,neutral,0.14,Văn bản có nội dung trung tính hoặc không rõ ràng về SSB,2025-04-13 22:16:30,Dữ liệu được tạo tự động do Gemini API không khả dụng,SSB: Thông báo chi trả cổ tức năm tài chính,2025-04-10,CafeF
SSB,neutral,0.15,Văn bản có nội dung trung tính hoặc không rõ ràng về SSB,2025-04-13 22:16:31,Dữ liệu được tạo tự động do Gemini API không khả dụng,SSB: Kế hoạch mở rộng thị trường trong năm tới,2025-04-07,CafeF
SSB,neutral,0.02,Văn bản có nội dung trung tính hoặc không rõ ràng về SSB,2025-04-13 22:16:32,Dữ liệu được tạo tự động do Gemini API không khả dụng,SSB: Ký kết hợp đồng hợp tác chiến lược mới,2025-04-04,CafeF
SSB,neutral,-0.02,Văn bản có nội dung trung tính hoặc không rõ ràng về SSB,2025-04-13 22:16:33,Dữ liệu được tạo tự động do Gemini API không khả dụng,SSB: Thay đổi nhân sự cấp cao trong ban lãnh đạo,2025-04-01,CafeF
SSB,neutral,0.01,Văn bản có nội dung trung tính hoặc không rõ ràng về SSB,2025-04-13 22:16:34,Dữ liệu được tạo tự động do Gemini API không khả dụng,SSB: Triển khai dự án đầu tư mới tại thị trường nước ngoài,2025-03-29,CafeF
SSB,positive,0.5,Văn bản chứa nhiều từ khóa tích cực về SSB,2025-04-13 22:16:36,Dữ liệu được tạo tự động do Gemini API không khả dụng,SSB: Công bố kế hoạch phát hành cổ phiếu tăng vốn,2025-03-26,CafeF
SSB,neutral,-0.13,Văn bản có nội dung trung tính hoặc không rõ ràng về SSB,2025-04-13 22:16:37,Dữ liệu được tạo tự động do Gemini API không khả dụng,SSB: Tổ chức sự kiện ra mắt sản phẩm mới,2025-03-23,CafeF
SSB,neutral,0.16,Văn bản có nội dung trung tính hoặc không rõ ràng về SSB,2025-04-13 22:16:38,Dữ liệu được tạo tự động do Gemini API không khả dụng,SSB: Nhận giải thưởng doanh nghiệp xuất sắc,2025-03-20,CafeF
SSB,positive,0.77,Văn bản chứa nhiều từ khóa tích cực về SSB,2025-04-13 22:16:39,Dữ liệu được tạo tự động do Gemini API không khả dụng,SSB: Thông báo kết quả kinh doanh vượt kế hoạch,2025-03-17,CafeF
SSI,positive,0.54,Văn bản chứa nhiều từ khóa tích cực về SSI,2025-04-13 22:16:40,Dữ liệu được tạo tự động do Gemini API không khả dụng,SSI: Công bố báo cáo tài chính quý với kết quả tích cực,2025-04-13,CafeF
SSI,neutral,-0.16,Văn bản có nội dung trung tính hoặc không rõ ràng về SSI,2025-04-13 22:16:41,Dữ liệu được tạo tự động do Gemini API không khả dụng,SSI: Thông báo chi trả cổ tức năm tài chính,2025-04-10,CafeF
SSI,neutral,0.06,Văn bản có nội dung trung tính hoặc không rõ ràng về SSI,2025-04-13 22:16:42,Dữ liệu được tạo tự động do Gemini API không khả dụng,SSI: Kế hoạch mở rộng thị trường trong năm tới,2025-04-07,CafeF
SSI,neutral,-0.16,Văn bản có nội dung trung tính hoặc không rõ ràng về SSI,2025-04-13 22:16:43,Dữ liệu được tạo tự động do Gemini API không khả dụng,SSI: Ký kết hợp đồng hợp tác chiến lược mới,2025-04-04,CafeF
SSI,neutral,0.17,Văn bản có nội dung trung tính hoặc không rõ ràng về SSI,2025-04-13 22:16:44,Dữ liệu được tạo tự động do Gemini API không khả dụng,SSI: Thay đổi nhân sự cấp cao trong ban lãnh đạo,2025-04-01,CafeF
SSI,neutral,0.05,Văn bản có nội dung trung tính hoặc không rõ ràng về SSI,2025-04-13 22:16:45,Dữ liệu được tạo tự động do Gemini API không khả dụng,SSI: Triển khai dự án đầu tư mới tại thị trường nước ngoài,2025-03-29,CafeF
SSI,positive,0.42,Văn bản chứa nhiều từ khóa tích cực về SSI,2025-04-13 22:16:46,Dữ liệu được tạo tự động do Gemini API không khả dụng,SSI: Công bố kế hoạch phát hành cổ phiếu tăng vốn,2025-03-26,CafeF
SSI,neutral,0.04,Văn bản có nội dung trung tính hoặc không rõ ràng về SSI,2025-04-13 22:16:47,Dữ liệu được tạo tự động do Gemini API không khả dụng,SSI: Tổ chức sự kiện ra mắt sản phẩm mới,2025-03-23,CafeF
SSI,neutral,0.15,Văn bản có nội dung trung tính hoặc không rõ ràng về SSI,2025-04-13 22:16:48,Dữ liệu được tạo tự động do Gemini API không khả dụng,SSI: Nhận giải thưởng doanh nghiệp xuất sắc,2025-03-20,CafeF
SSI,positive,0.54,Văn bản chứa nhiều từ khóa tích cực về SSI,2025-04-13 22:16:49,Dữ liệu được tạo tự động do Gemini API không khả dụng,SSI: Thông báo kết quả kinh doanh vượt kế hoạch,2025-03-17,CafeF
STB,positive,0.6,Văn bản chứa nhiều từ khóa tích cực về STB,2025-04-13 22:16:50,Dữ liệu được tạo tự động do Gemini API không khả dụng,STB: Công bố báo cáo tài chính quý với kết quả tích cực,2025-04-13,CafeF
STB,neutral,0.01,Văn bản có nội dung trung tính hoặc không rõ ràng về STB,2025-04-13 22:16:51,Dữ liệu được tạo tự động do Gemini API không khả dụng,STB: Thông báo chi trả cổ tức năm tài chính,2025-04-10,CafeF
STB,neutral,0.19,Văn bản có nội dung trung tính hoặc không rõ ràng về STB,2025-04-13 22:16:52,Dữ liệu được tạo tự động do Gemini API không khả dụng,STB: Kế hoạch mở rộng thị trường trong năm tới,2025-04-07,CafeF
STB,neutral,-0.14,Văn bản có nội dung trung tính hoặc không rõ ràng về STB,2025-04-13 22:16:53,Dữ liệu được tạo tự động do Gemini API không khả dụng,STB: Ký kết hợp đồng hợp tác chiến lược mới,2025-04-04,CafeF
STB,neutral,-0.08,Văn bản có nội dung trung tính hoặc không rõ ràng về STB,2025-04-13 22:16:54,Dữ liệu được tạo tự động do Gemini API không khả dụng,STB: Thay đổi nhân sự cấp cao trong ban lãnh đạo,2025-04-01,CafeF
STB,neutral,-0.1,Văn bản có nội dung trung tính hoặc không rõ ràng về STB,2025-04-13 22:16:55,Dữ liệu được tạo tự động do Gemini API không khả dụng,STB: Triển khai dự án đầu tư mới tại thị trường nước ngoài,2025-03-29,CafeF
STB,positive,0.89,Văn bản chứa nhiều từ khóa tích cực về STB,2025-04-13 22:16:56,Dữ liệu được tạo tự động do Gemini API không khả dụng,STB: Công bố kế hoạch phát hành cổ phiếu tăng vốn,2025-03-26,CafeF
STB,neutral,-0.09,Văn bản có nội dung trung tính hoặc không rõ ràng về STB,2025-04-13 22:16:58,Dữ liệu được tạo tự động do Gemini API không khả dụng,STB: Tổ chức sự kiện ra mắt sản phẩm mới,2025-03-23,CafeF
STB,neutral,0.11,Văn bản có nội dung trung tính hoặc không rõ ràng về STB,2025-04-13 22:16:59,Dữ liệu được tạo tự động do Gemini API không khả dụng,STB: Nhận giải thưởng doanh nghiệp xuất sắc,2025-03-20,CafeF
STB,positive,0.69,Văn bản chứa nhiều từ khóa tích cực về STB,2025-04-13 22:17:00,Dữ liệu được tạo tự động do Gemini API không khả dụng,STB: Thông báo kết quả kinh doanh vượt kế hoạch,2025-03-17,CafeF
TCB,positive,0.38,Văn bản chứa nhiều từ khóa tích cực về TCB,2025-04-13 22:17:01,Dữ liệu được tạo tự động do Gemini API không khả dụng,TCB: Công bố báo cáo tài chính quý với kết quả tích cực,2025-04-13,CafeF
TCB,neutral,-0.09,Văn bản có nội dung trung tính hoặc không rõ ràng về TCB,2025-04-13 22:17:02,Dữ liệu được tạo tự động do Gemini API không khả dụng,TCB: Thông báo chi trả cổ tức năm tài chính,2025-04-10,CafeF
TCB,neutral,-0.19,Văn bản có nội dung trung tính hoặc không rõ ràng về TCB,2025-04-13 22:17:03,Dữ liệu được tạo tự động do Gemini API không khả dụng,TCB: Kế hoạch mở rộng thị trường trong năm tới,2025-04-07,CafeF
TCB,neutral,-0.13,Văn bản có nội dung trung tính hoặc không rõ ràng về TCB,2025-04-13 22:17:04,Dữ liệu được tạo tự động do Gemini API không khả dụng,TCB: Ký kết hợp đồng hợp tác chiến lược mới,2025-04-04,CafeF
TCB,neutral,0.04,Văn bản có nội dung trung tính hoặc không rõ ràng về TCB,2025-04-13 22:17:05,Dữ liệu được tạo tự động do Gemini API không khả dụng,TCB: Thay đổi nhân sự cấp cao trong ban lãnh đạo,2025-04-01,CafeF
TCB,neutral,-0.15,Văn bản có nội dung trung tính hoặc không rõ ràng về TCB,2025-04-13 22:17:06,Dữ liệu được tạo tự động do Gemini API không khả dụng,TCB: Triển khai dự án đầu tư mới tại thị trường nước ngoài,2025-03-29,CafeF
TCB,positive,0.31,Văn bản chứa nhiều từ khóa tích cực về TCB,2025-04-13 22:17:07,Dữ liệu được tạo tự động do Gemini API không khả dụng,TCB: Công bố kế hoạch phát hành cổ phiếu tăng vốn,2025-03-26,CafeF
TCB,neutral,-0.08,Văn bản có nội dung trung tính hoặc không rõ ràng về TCB,2025-04-13 22:17:08,Dữ liệu được tạo tự động do Gemini API không khả dụng,TCB: Tổ chức sự kiện ra mắt sản phẩm mới,2025-03-23,CafeF
TCB,neutral,0.07,Văn bản có nội dung trung tính hoặc không rõ ràng về TCB,2025-04-13 22:17:09,Dữ liệu được tạo tự động do Gemini API không khả dụng,TCB: Nhận giải thưởng doanh nghiệp xuất sắc,2025-03-20,CafeF
TCB,positive,0.49,Văn bản chứa nhiều từ khóa tích cực về TCB,2025-04-13 22:17:10,Dữ liệu được tạo tự động do Gemini API không khả dụng,TCB: Thông báo kết quả kinh doanh vượt kế hoạch,2025-03-17,CafeF
TPB,positive,0.81,Văn bản chứa nhiều từ khóa tích cực về TPB,2025-04-13 22:17:11,Dữ liệu được tạo tự động do Gemini API không khả dụng,TPB: Công bố báo cáo tài chính quý với kết quả tích cực,2025-04-13,CafeF
TPB,neutral,0.19,Văn bản có nội dung trung tính hoặc không rõ ràng về TPB,2025-04-13 22:17:12,Dữ liệu được tạo tự động do Gemini API không khả dụng,TPB: Thông báo chi trả cổ tức năm tài chính,2025-04-10,CafeF
TPB,neutral,-0.07,Văn bản có nội dung trung tính hoặc không rõ ràng về TPB,2025-04-13 22:17:13,Dữ liệu được tạo tự động do Gemini API không khả dụng,TPB: Kế hoạch mở rộng thị trường trong năm tới,2025-04-07,CafeF
TPB,neutral,0.1,Văn bản có nội dung trung tính hoặc không rõ ràng về TPB,2025-04-13 22:17:14,Dữ liệu được tạo tự động do Gemini API không khả dụng,TPB: Ký kết hợp đồng hợp tác chiến lược mới,2025-04-04,CafeF
TPB,neutral,-0.06,Văn bản có nội dung trung tính hoặc không rõ ràng về TPB,2025-04-13 22:17:15,Dữ liệu được tạo tự động do Gemini API không khả dụng,TPB: Thay đổi nhân sự cấp cao trong ban lãnh đạo,2025-04-01,CafeF
TPB,neutral,0.03,Văn bản có nội dung trung tính hoặc không rõ ràng về TPB,2025-04-13 22:17:16,Dữ liệu được tạo tự động do Gemini API không khả dụng,TPB: Triển khai dự án đầu tư mới tại thị trường nước ngoài,2025-03-29,CafeF
TPB,positive,0.47,Văn bản chứa nhiều từ khóa tích cực về TPB,2025-04-13 22:17:17,Dữ liệu được tạo tự động do Gemini API không khả dụng,TPB: Công bố kế hoạch phát hành cổ phiếu tăng vốn,2025-03-26,CafeF
TPB,neutral,-0.05,Văn bản có nội dung trung tính hoặc không rõ ràng về TPB,2025-04-13 22:17:19,Dữ liệu được tạo tự động do Gemini API không khả dụng,TPB: Tổ chức sự kiện ra mắt sản phẩm mới,2025-03-23,CafeF
